field,campaign_canonical,well_canonical,well_base_canonical,analysis_well_key,event_major_category,event_detail,event_duration_days,mapping_status,coverage_status,confidence,exclude_from_estimator_pool
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,FISH,FISH ALL OH,0.843750,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,TOP DRIVE,0.239583,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,TOP DRIVE,0.031250,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,EQP,0.041667,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,DP,0.270833,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,DP,0.031250,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,DP,0.072917,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,EQP,BHA,0.072917,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,TOP DRIVE,0.062500,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,TOP DRIVE,0.031250,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,EQPS,CMT,0.052083,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,RREQ,TOP DRIVE,1.072917,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WWA-8,WAYANG_WINDU_2021|WWA-8,SP,HOLE CLEAN,1.937500,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WWA-9,WAYANG_WINDU_2021|WWA-9,RREQ,CIRSYS,0.062500,source_full,field_campaign_available,high,no
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WWA-9,WAYANG_WINDU_2021|WWA-9,RREQ,ROT,0.312500,source_full,field_campaign_available,high,no
