source_file,source_sheet,source_row_id,field,campaign_raw,campaign_code,campaign_canonical,campaign_scope,campaign_mapping_basis,well_raw,well_canonical,well_base_canonical,well_instance_id,wbs_code_raw,wbs_lvl1,wbs_lvl2,wbs_lvl3,wbs_lvl4,wbs_lvl5,wbs_label_raw,cost_actual,currency,event_code_raw,event_code_desc,npt_class,mapping_status_campaign,mapping_status_well,mapping_method,mapping_confidence,source_text_used,tag_well_or_pad,tag_lvl5
20260327_WBS_Data.xlsx,Data.Summary,7e62be60683ba05c,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,,,,,E540-30203830759-D245401,E540-30-D245401,E540-30203-D245401,E540-3020383-D245401,E540-302038307-D245401,E540-30203830759-D245401,Road & Pad Eng Pad AWI2,24412.750000,USD,,,,mapped,not_available_at_source_grain,none,low,Road & Pad Eng Pad AWI2 | Road and Pad | Road & Pad Eng Pad AWI2,Pad,Engineering
20260327_WBS_Data.xlsx,Data.Summary,519fbba7b5265313,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_9,AWI 9-10,AWI 9-10,SALAK_2025_2026|AWI 9-10,E540-30203740960-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037409-D245401,E540-30203740960-D245401,Cdtr Csg Material Well 9,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Material Well 9 | Conductor casing installation & material | Cdtr Csg Material Well 9,,Material
20260327_WBS_Data.xlsx,Data.Summary,aa11938743df9ef4,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_9,AWI 9-10,AWI 9-10,SALAK_2025_2026|AWI 9-10,E540-30203740903-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037409-D245401,E540-30203740903-D245401,Cdtr Csg Service Well 9,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Service Well 9 | Conductor casing installation & material | Cdtr Csg Service Well 9,,Service
20260327_WBS_Data.xlsx,Data.Summary,be73129ed9e51130,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_8,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,E540-30203740860-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037408-D245401,E540-30203740860-D245401,Cdtr Csg Material Well 8,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Material Well 8 | Conductor casing installation & material | Cdtr Csg Material Well 8,,Material
20260327_WBS_Data.xlsx,Data.Summary,3664ae21b332f18e,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_8,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,E540-30203740803-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037408-D245401,E540-30203740803-D245401,Cdtr Csg Service Well 8,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Service Well 8 | Conductor casing installation & material | Cdtr Csg Service Well 8,,Service
20260327_WBS_Data.xlsx,Data.Summary,20d5629d534b145a,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_7,AWI 2-6,AWI 2-6,SALAK_2025_2026|AWI 2-6,E540-30203740760-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037407-D245401,E540-30203740760-D245401,Cdtr Csg Material Well 7,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Material Well 7 | Conductor casing installation & material | Cdtr Csg Material Well 7,,Material
20260327_WBS_Data.xlsx,Data.Summary,c6a6a9e56568d60a,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_7,AWI 2-6,AWI 2-6,SALAK_2025_2026|AWI 2-6,E540-30203740703-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037407-D245401,E540-30203740703-D245401,Cdtr Csg Service Well 7,0.000000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Service Well 7 | Conductor casing installation & material | Cdtr Csg Service Well 7,,Service
20260327_WBS_Data.xlsx,Data.Summary,2beb94ea30072008,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_6,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,E540-30203740660-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037406-D245401,E540-30203740660-D245401,Cdtr Csg Material Well 6,67824.480000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Material Well 6 | Conductor casing installation & material | Cdtr Csg Material Well 6,,Material
20260327_WBS_Data.xlsx,Data.Summary,b731ee7747eb419c,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_6,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,E540-30203740603-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037406-D245401,E540-30203740603-D245401,Cdtr Csg Service Well 6,220191.090000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Service Well 6 | Conductor casing installation & material | Cdtr Csg Service Well 6,,Service
20260327_WBS_Data.xlsx,Data.Summary,a79eec22651f4f7c,SALAK,SLK 2025,E540-30101-D245401,SALAK_2025_2026,in_scope,campaign_label_alias,well_5,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,E540-30203740560-D245401,E540-30-D245401,E540-30203-D245401,E540-3020374-D245401,E540-302037405-D245401,E540-30203740560-D245401,Cdtr Csg Material Well 5,131596.880000,USD,,,,mapped,mapped_from_order_label,ordered_label_map,high,Cdtr Csg Material Well 5 | Conductor casing installation & material | Cdtr Csg Material Well 5,,Material
