field,wbs_lvl2,wbs_lvl3,wbs_lvl4,wbs_lvl5,classification,sample_size,cost_total,cost_mean,cost_median,cost_p10,cost_p90,cost_min,cost_max
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010214-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010215-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010216-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010217-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010220-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010224-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010294-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010297-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010102-D235301,E530-30101010298-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010161-D235301,E530-30101016101-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010161-D235301,E530-30101016102-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010161-D235301,E530-30101016118-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010161-D235301,E530-30101016162-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010101-D235301,E530-301010161-D235301,E530-30101016193-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010201-D235301,E530-30101020160-D235301,well_tied,1,17937.45,17937.45,17937.45,17937.45,17937.45,17937.45,17937.45
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020204-D235301,well_tied,1,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020205-D235301,well_tied,1,977166.3,977166.3,977166.3,977166.3,977166.3,977166.3,977166.3
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020207-D235301,well_tied,1,444820.5,444820.5,444820.5,444820.5,444820.5,444820.5,444820.5
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020208-D235301,well_tied,1,116360.0,116360.0,116360.0,116360.0,116360.0,116360.0,116360.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020209-D235301,well_tied,1,582091.74,582091.74,582091.74,582091.74,582091.74,582091.74,582091.74
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020210-D235301,well_tied,1,566232.97,566232.97,566232.97,566232.97,566232.97,566232.97,566232.97
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020211-D235301,well_tied,1,67671.8,67671.8,67671.8,67671.8,67671.8,67671.8,67671.8
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020212-D235301,well_tied,1,472474.63,472474.63,472474.63,472474.63,472474.63,472474.63,472474.63
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020213-D235301,well_tied,1,70250.0,70250.0,70250.0,70250.0,70250.0,70250.0,70250.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020214-D235301,well_tied,1,249600.0,249600.0,249600.0,249600.0,249600.0,249600.0,249600.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020215-D235301,well_tied,1,100847.09,100847.09,100847.09,100847.09,100847.09,100847.09,100847.09
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020216-D235301,well_tied,1,38209.46,38209.46,38209.46,38209.46,38209.46,38209.46,38209.46
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020217-D235301,well_tied,1,18849.94,18849.94,18849.94,18849.94,18849.94,18849.94,18849.94
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020220-D235301,well_tied,1,12486.36,12486.36,12486.36,12486.36,12486.36,12486.36,12486.36
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020224-D235301,well_tied,1,10541.25,10541.25,10541.25,10541.25,10541.25,10541.25,10541.25
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020294-D235301,well_tied,1,40556.83,40556.83,40556.83,40556.83,40556.83,40556.83,40556.83
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020297-D235301,well_tied,1,16524.2,16524.2,16524.2,16524.2,16524.2,16524.2,16524.2
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010202-D235301,E530-30101020298-D235301,well_tied,1,45923.6,45923.6,45923.6,45923.6,45923.6,45923.6,45923.6
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010261-D235301,E530-30101026101-D235301,well_tied,1,555950.62,555950.62,555950.62,555950.62,555950.62,555950.62,555950.62
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010261-D235301,E530-30101026102-D235301,well_tied,1,79581.86,79581.86,79581.86,79581.86,79581.86,79581.86,79581.86
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010261-D235301,E530-30101026118-D235301,well_tied,1,491709.18,491709.18,491709.18,491709.18,491709.18,491709.18,491709.18
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010261-D235301,E530-30101026162-D235301,well_tied,1,212268.85,212268.85,212268.85,212268.85,212268.85,212268.85,212268.85
DARAJAT,E530-30101-D235301,E530-3010102-D235301,E530-301010261-D235301,E530-30101026193-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010301-D235301,E530-30101030160-D235301,well_tied,1,21260.21,21260.21,21260.21,21260.21,21260.21,21260.21,21260.21
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030204-D235301,well_tied,1,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030205-D235301,well_tied,1,783052.64,783052.64,783052.64,783052.64,783052.64,783052.64,783052.64
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030207-D235301,well_tied,1,336707.5,336707.5,336707.5,336707.5,336707.5,336707.5,336707.5
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030208-D235301,well_tied,1,258054.0,258054.0,258054.0,258054.0,258054.0,258054.0,258054.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030209-D235301,well_tied,1,475623.6,475623.6,475623.6,475623.6,475623.6,475623.6,475623.6
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030210-D235301,well_tied,1,270682.54,270682.54,270682.54,270682.54,270682.54,270682.54,270682.54
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030211-D235301,well_tied,1,66983.46,66983.46,66983.46,66983.46,66983.46,66983.46,66983.46
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030212-D235301,well_tied,1,531994.69,531994.69,531994.69,531994.69,531994.69,531994.69,531994.69
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030213-D235301,well_tied,1,49750.0,49750.0,49750.0,49750.0,49750.0,49750.0,49750.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030214-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030215-D235301,well_tied,1,68405.98,68405.98,68405.98,68405.98,68405.98,68405.98,68405.98
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030216-D235301,well_tied,1,93130.32,93130.32,93130.32,93130.32,93130.32,93130.32,93130.32
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030217-D235301,well_tied,1,11385.84,11385.84,11385.84,11385.84,11385.84,11385.84,11385.84
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030220-D235301,well_tied,1,7271.73,7271.73,7271.73,7271.73,7271.73,7271.73,7271.73
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030224-D235301,well_tied,1,26590.89,26590.89,26590.89,26590.89,26590.89,26590.89,26590.89
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030294-D235301,well_tied,1,21811.64,21811.64,21811.64,21811.64,21811.64,21811.64,21811.64
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030297-D235301,well_tied,1,11566.43,11566.43,11566.43,11566.43,11566.43,11566.43,11566.43
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010302-D235301,E530-30101030298-D235301,well_tied,1,41026.32,41026.32,41026.32,41026.32,41026.32,41026.32,41026.32
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010361-D235301,E530-30101036101-D235301,well_tied,1,889177.81,889177.81,889177.81,889177.81,889177.81,889177.81,889177.81
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010361-D235301,E530-30101036102-D235301,well_tied,1,81369.12,81369.12,81369.12,81369.12,81369.12,81369.12,81369.12
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010361-D235301,E530-30101036118-D235301,well_tied,1,312598.37,312598.37,312598.37,312598.37,312598.37,312598.37,312598.37
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010361-D235301,E530-30101036162-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010103-D235301,E530-301010361-D235301,E530-30101036193-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010401-D235301,E530-30101040160-D235301,well_tied,1,19820.82,19820.82,19820.82,19820.82,19820.82,19820.82,19820.82
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040204-D235301,well_tied,1,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040205-D235301,well_tied,1,1174500.15,1174500.15,1174500.15,1174500.15,1174500.15,1174500.15,1174500.15
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040207-D235301,well_tied,1,697896.5,697896.5,697896.5,697896.5,697896.5,697896.5,697896.5
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040208-D235301,well_tied,1,272200.0,272200.0,272200.0,272200.0,272200.0,272200.0,272200.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040209-D235301,well_tied,1,1167015.34,1167015.34,1167015.34,1167015.34,1167015.34,1167015.34,1167015.34
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040210-D235301,well_tied,1,432060.8,432060.8,432060.8,432060.8,432060.8,432060.8,432060.8
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040211-D235301,well_tied,1,89528.22,89528.22,89528.22,89528.22,89528.22,89528.22,89528.22
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040212-D235301,well_tied,1,747394.5,747394.5,747394.5,747394.5,747394.5,747394.5,747394.5
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040213-D235301,well_tied,1,110100.0,110100.0,110100.0,110100.0,110100.0,110100.0,110100.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040214-D235301,well_tied,1,571655.2,571655.2,571655.2,571655.2,571655.2,571655.2,571655.2
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040215-D235301,well_tied,1,116299.85,116299.85,116299.85,116299.85,116299.85,116299.85,116299.85
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040216-D235301,well_tied,1,108360.54,108360.54,108360.54,108360.54,108360.54,108360.54,108360.54
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040217-D235301,well_tied,1,15491.37,15491.37,15491.37,15491.37,15491.37,15491.37,15491.37
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040220-D235301,well_tied,1,20712.73,20712.73,20712.73,20712.73,20712.73,20712.73,20712.73
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040224-D235301,well_tied,1,20014.65,20014.65,20014.65,20014.65,20014.65,20014.65,20014.65
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040294-D235301,well_tied,1,61439.88,61439.88,61439.88,61439.88,61439.88,61439.88,61439.88
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040297-D235301,well_tied,1,20618.01,20618.01,20618.01,20618.01,20618.01,20618.01,20618.01
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010402-D235301,E530-30101040298-D235301,well_tied,1,56654.67,56654.67,56654.67,56654.67,56654.67,56654.67,56654.67
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010461-D235301,E530-30101046101-D235301,well_tied,1,710970.27,710970.27,710970.27,710970.27,710970.27,710970.27,710970.27
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010461-D235301,E530-30101046102-D235301,well_tied,1,78767.68,78767.68,78767.68,78767.68,78767.68,78767.68,78767.68
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010461-D235301,E530-30101046118-D235301,well_tied,1,432977.03,432977.03,432977.03,432977.03,432977.03,432977.03,432977.03
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010461-D235301,E530-30101046162-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010104-D235301,E530-301010461-D235301,E530-30101046193-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010501-D235301,E530-30101050160-D235301,well_tied,1,12009.27,12009.27,12009.27,12009.27,12009.27,12009.27,12009.27
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050204-D235301,well_tied,1,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050205-D235301,well_tied,1,617565.9,617565.9,617565.9,617565.9,617565.9,617565.9,617565.9
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050207-D235301,well_tied,1,315167.5,315167.5,315167.5,315167.5,315167.5,315167.5,315167.5
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050208-D235301,well_tied,1,263648.0,263648.0,263648.0,263648.0,263648.0,263648.0,263648.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050209-D235301,well_tied,1,665835.97,665835.97,665835.97,665835.97,665835.97,665835.97,665835.97
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050210-D235301,well_tied,1,282841.5,282841.5,282841.5,282841.5,282841.5,282841.5,282841.5
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050211-D235301,well_tied,1,52451.98,52451.98,52451.98,52451.98,52451.98,52451.98,52451.98
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050212-D235301,well_tied,1,542203.17,542203.17,542203.17,542203.17,542203.17,542203.17,542203.17
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050213-D235301,well_tied,1,48700.0,48700.0,48700.0,48700.0,48700.0,48700.0,48700.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050214-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050215-D235301,well_tied,1,53151.03,53151.03,53151.03,53151.03,53151.03,53151.03,53151.03
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050216-D235301,well_tied,1,53406.26,53406.26,53406.26,53406.26,53406.26,53406.26,53406.26
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050217-D235301,well_tied,1,7701.69,7701.69,7701.69,7701.69,7701.69,7701.69,7701.69
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050220-D235301,well_tied,1,7720.67,7720.67,7720.67,7720.67,7720.67,7720.67,7720.67
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050224-D235301,well_tied,1,29044.52,29044.52,29044.52,29044.52,29044.52,29044.52,29044.52
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050294-D235301,well_tied,1,17509.14,17509.14,17509.14,17509.14,17509.14,17509.14,17509.14
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050297-D235301,well_tied,1,9670.59,9670.59,9670.59,9670.59,9670.59,9670.59,9670.59
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010502-D235301,E530-30101050298-D235301,well_tied,1,41595.77,41595.77,41595.77,41595.77,41595.77,41595.77,41595.77
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010561-D235301,E530-30101056101-D235301,well_tied,1,892680.61,892680.61,892680.61,892680.61,892680.61,892680.61,892680.61
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010561-D235301,E530-30101056102-D235301,well_tied,1,81618.21,81618.21,81618.21,81618.21,81618.21,81618.21,81618.21
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010561-D235301,E530-30101056118-D235301,well_tied,1,560934.25,560934.25,560934.25,560934.25,560934.25,560934.25,560934.25
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010561-D235301,E530-30101056162-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010105-D235301,E530-301010561-D235301,E530-30101056193-D235301,well_tied,1,6042.02,6042.02,6042.02,6042.02,6042.02,6042.02,6042.02
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010601-D235301,E530-30101060160-D235301,well_tied,1,14897.57,14897.57,14897.57,14897.57,14897.57,14897.57,14897.57
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060204-D235301,well_tied,1,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060205-D235301,well_tied,1,970902.29,970902.29,970902.29,970902.29,970902.29,970902.29,970902.29
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060207-D235301,well_tied,1,637251.5,637251.5,637251.5,637251.5,637251.5,637251.5,637251.5
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060208-D235301,well_tied,1,247456.0,247456.0,247456.0,247456.0,247456.0,247456.0,247456.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060209-D235301,well_tied,1,318237.95,318237.95,318237.95,318237.95,318237.95,318237.95,318237.95
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060210-D235301,well_tied,1,282292.41,282292.41,282292.41,282292.41,282292.41,282292.41,282292.41
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060211-D235301,well_tied,1,50444.7,50444.7,50444.7,50444.7,50444.7,50444.7,50444.7
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060212-D235301,well_tied,1,462888.41,462888.41,462888.41,462888.41,462888.41,462888.41,462888.41
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060213-D235301,well_tied,1,71350.0,71350.0,71350.0,71350.0,71350.0,71350.0,71350.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060214-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060215-D235301,well_tied,1,100381.75,100381.75,100381.75,100381.75,100381.75,100381.75,100381.75
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060216-D235301,well_tied,1,74275.07,74275.07,74275.07,74275.07,74275.07,74275.07,74275.07
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060217-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060220-D235301,well_tied,1,10285.62,10285.62,10285.62,10285.62,10285.62,10285.62,10285.62
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060224-D235301,well_tied,1,24972.38,24972.38,24972.38,24972.38,24972.38,24972.38,24972.38
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060247-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060294-D235301,well_tied,1,34146.57,34146.57,34146.57,34146.57,34146.57,34146.57,34146.57
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060295-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060296-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060297-D235301,well_tied,1,11619.22,11619.22,11619.22,11619.22,11619.22,11619.22,11619.22
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010602-D235301,E530-30101060298-D235301,well_tied,1,58943.01,58943.01,58943.01,58943.01,58943.01,58943.01,58943.01
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010661-D235301,E530-30101066101-D235301,well_tied,1,51344.18,51344.18,51344.18,51344.18,51344.18,51344.18,51344.18
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010661-D235301,E530-30101066102-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010661-D235301,E530-30101066118-D235301,well_tied,1,179613.75,179613.75,179613.75,179613.75,179613.75,179613.75,179613.75
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010661-D235301,E530-30101066162-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010106-D235301,E530-301010661-D235301,E530-30101066193-D235301,well_tied,1,6771.23,6771.23,6771.23,6771.23,6771.23,6771.23,6771.23
