field,wbs_lvl2,wbs_lvl3,wbs_lvl4,wbs_lvl5,classification,sample_size,cost_total,cost_mean,cost_median,cost_p10,cost_p90,cost_min,cost_max
DARAJAT,E530-30101-D235301,E530-3010156-D235301,E530-301015601-D235301,E530-30101560123-D235301,hybrid,1,565608.62,565608.62,565608.62,565608.62,565608.62,565608.62,565608.62
DARAJAT,E530-30101-D235301,E530-3010156-D235301,E530-301015602-D235301,E530-30101560223-D235301,hybrid,1,629396.87,629396.87,629396.87,629396.87,629396.87,629396.87,629396.87
DARAJAT,E530-30101-D235301,E530-3010156-D235301,E530-301015603-D235301,E530-30101560323-D235301,hybrid,1,362861.52,362861.52,362861.52,362861.52,362861.52,362861.52,362861.52
DARAJAT,E530-30101-D235301,E530-3010156-D235301,E530-301015604-D235301,E530-30101560423-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010161-D235301,E530-301016101-D235301,E530-30101610123-D235301,hybrid,1,103749.54,103749.54,103749.54,103749.54,103749.54,103749.54,103749.54
DARAJAT,E530-30101-D235301,E530-3010169-D235301,E530-301016903-D235301,E530-30101690306-D235301,campaign_tied,1,2443898.79,2443898.79,2443898.79,2443898.79,2443898.79,2443898.79,2443898.79
DARAJAT,E530-30101-D235301,E530-3010169-D235301,E530-301016967-D235301,E530-30101696706-D235301,campaign_tied,1,1041966.78,1041966.78,1041966.78,1041966.78,1041966.78,1041966.78,1041966.78
DARAJAT,E530-30101-D235301,E530-3010172-D235301,E530-301017299-D235301,E530-30101729921-D235301,campaign_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30101-D235301,E530-3010173-D235301,E530-301017311-D235301,E530-30101731160-D235301,well_tied,1,22676.26,22676.26,22676.26,22676.26,22676.26,22676.26,22676.26
DARAJAT,E530-30129-D225301,E530-3012914-D225301,E530-301291463-D225301,E530-30129146321-D225301,campaign_tied,1,111242.84,111242.84,111242.84,111242.84,111242.84,111242.84,111242.84
DARAJAT,E530-30129-D225301,E530-3012975-D225301,E530-301297501-D225301,E530-30129750101-D225301,well_tied,1,78042.46,78042.46,78042.46,78042.46,78042.46,78042.46,78042.46
DARAJAT,E530-30129-D225301,E530-3012975-D225301,E530-301297502-D225301,E530-30129750202-D225301,well_tied,1,72893.74,72893.74,72893.74,72893.74,72893.74,72893.74,72893.74
DARAJAT,E530-30129-D225301,E530-3012975-D225301,E530-301297503-D225301,E530-30129750303-D225301,well_tied,1,82269.19,82269.19,82269.19,82269.19,82269.19,82269.19,82269.19
DARAJAT,E530-30129-D225301,E530-3012975-D225301,E530-301297504-D225301,E530-30129750404-D225301,well_tied,1,81477.19,81477.19,81477.19,81477.19,81477.19,81477.19,81477.19
DARAJAT,E530-30129-D225301,E530-3012975-D225301,E530-301297505-D225301,E530-30129750505-D225301,well_tied,1,82362.94,82362.94,82362.94,82362.94,82362.94,82362.94,82362.94
DARAJAT,E530-30129-D225301,E530-3012976-D225301,E530-301297601-D225301,E530-30129760101-D225301,well_tied,1,14988.34,14988.34,14988.34,14988.34,14988.34,14988.34,14988.34
DARAJAT,E530-30129-D225301,E530-3012976-D225301,E530-301297602-D225301,E530-30129760202-D225301,well_tied,1,14304.06,14304.06,14304.06,14304.06,14304.06,14304.06,14304.06
DARAJAT,E530-30129-D225301,E530-3012976-D225301,E530-301297603-D225301,E530-30129760303-D225301,well_tied,1,17190.95,17190.95,17190.95,17190.95,17190.95,17190.95,17190.95
DARAJAT,E530-30129-D225301,E530-3012976-D225301,E530-301297604-D225301,E530-30129760404-D225301,well_tied,1,25601.56,25601.56,25601.56,25601.56,25601.56,25601.56,25601.56
DARAJAT,E530-30129-D225301,E530-3012976-D225301,E530-301297605-D225301,E530-30129760505-D225301,well_tied,1,12423.28,12423.28,12423.28,12423.28,12423.28,12423.28,12423.28
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297726-D225301,E530-30129772624-D225301,campaign_tied,1,18968.04,18968.04,18968.04,18968.04,18968.04,18968.04,18968.04
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297726-D225301,E530-30129772699-D225301,campaign_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297757-D225301,E530-30129775736-D225301,campaign_tied,1,5799.38,5799.38,5799.38,5799.38,5799.38,5799.38,5799.38
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297757-D225301,E530-30129775799-D225301,campaign_tied,1,68243.85,68243.85,68243.85,68243.85,68243.85,68243.85,68243.85
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297758-D225301,E530-30129775816-D225301,campaign_tied,1,55128.71,55128.71,55128.71,55128.71,55128.71,55128.71,55128.71
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297758-D225301,E530-30129775817-D225301,campaign_tied,1,431181.96,431181.96,431181.96,431181.96,431181.96,431181.96,431181.96
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297759-D225301,E530-30129775920-D225301,campaign_tied,1,11182.0,11182.0,11182.0,11182.0,11182.0,11182.0,11182.0
DARAJAT,E530-30129-D225301,E530-3012977-D225301,E530-301297759-D225301,E530-30129775943-D225301,campaign_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30129-D225301,E530-3012978-D225301,E530-301297856-D225301,E530-30129785627-D225301,campaign_tied,1,29263.28,29263.28,29263.28,29263.28,29263.28,29263.28,29263.28
DARAJAT,E530-30129-D225301,E530-3012978-D225301,E530-301297862-D225301,E530-30129786227-D225301,campaign_tied,1,32221.37,32221.37,32221.37,32221.37,32221.37,32221.37,32221.37
DARAJAT,E530-30129-D225301,E530-3012979-D225301,E530-301297901-D225301,E530-30129790101-D225301,well_tied,1,56255.99,56255.99,56255.99,56255.99,56255.99,56255.99,56255.99
DARAJAT,E530-30129-D225301,E530-3012979-D225301,E530-301297902-D225301,E530-30129790202-D225301,well_tied,1,58131.19,58131.19,58131.19,58131.19,58131.19,58131.19,58131.19
DARAJAT,E530-30129-D225301,E530-3012979-D225301,E530-301297903-D225301,E530-30129790303-D225301,well_tied,1,59068.79,59068.79,59068.79,59068.79,59068.79,59068.79,59068.79
DARAJAT,E530-30129-D225301,E530-3012979-D225301,E530-301297904-D225301,E530-30129790404-D225301,well_tied,1,59068.79,59068.79,59068.79,59068.79,59068.79,59068.79,59068.79
DARAJAT,E530-30129-D225301,E530-3012979-D225301,E530-301297905-D225301,E530-30129790505-D225301,well_tied,1,65631.99,65631.99,65631.99,65631.99,65631.99,65631.99,65631.99
DARAJAT,E530-30129-D225301,E530-3012980-D225301,E530-301298052-D225301,E530-30129805264-D225301,campaign_tied,1,14086.9,14086.9,14086.9,14086.9,14086.9,14086.9,14086.9
DARAJAT,E530-30129-D225301,E530-3012981-D225301,E530-301298160-D225301,E530-30129816043-D225301,campaign_tied,1,383588.08,383588.08,383588.08,383588.08,383588.08,383588.08,383588.08
DARAJAT,E530-30129-D225301,E530-3012982-D225301,E530-301298264-D225301,E530-30129826460-D225301,campaign_tied,1,5049.74,5049.74,5049.74,5049.74,5049.74,5049.74,5049.74
DARAJAT,E530-30129-D225301,E530-3012982-D225301,E530-301298265-D225301,E530-30129826504-D225301,campaign_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30129-D235301,E530-3012914-D235301,E530-301291463-D235301,E530-30129146321-D235301,campaign_tied,1,188116.74,188116.74,188116.74,188116.74,188116.74,188116.74,188116.74
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297501-D235301,E530-30129750101-D235301,well_tied,1,99924.14,99924.14,99924.14,99924.14,99924.14,99924.14,99924.14
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297502-D235301,E530-30129750202-D235301,well_tied,1,108534.62,108534.62,108534.62,108534.62,108534.62,108534.62,108534.62
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297503-D235301,E530-30129750303-D235301,well_tied,1,96575.49,96575.49,96575.49,96575.49,96575.49,96575.49,96575.49
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297504-D235301,E530-30129750404-D235301,well_tied,1,85251.03,85251.03,85251.03,85251.03,85251.03,85251.03,85251.03
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297505-D235301,E530-30129750505-D235301,well_tied,1,104669.83,104669.83,104669.83,104669.83,104669.83,104669.83,104669.83
DARAJAT,E530-30129-D235301,E530-3012975-D235301,E530-301297506-D235301,E530-30129750606-D235301,well_tied,1,0.3,0.3,0.3,0.3,0.3,0.3,0.3
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297601-D235301,E530-30129760101-D235301,well_tied,1,11156.22,11156.22,11156.22,11156.22,11156.22,11156.22,11156.22
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297602-D235301,E530-30129760202-D235301,well_tied,1,17660.22,17660.22,17660.22,17660.22,17660.22,17660.22,17660.22
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297603-D235301,E530-30129760303-D235301,well_tied,1,28870.46,28870.46,28870.46,28870.46,28870.46,28870.46,28870.46
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297604-D235301,E530-30129760404-D235301,well_tied,1,31920.78,31920.78,31920.78,31920.78,31920.78,31920.78,31920.78
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297605-D235301,E530-30129760505-D235301,well_tied,1,20718.12,20718.12,20718.12,20718.12,20718.12,20718.12,20718.12
DARAJAT,E530-30129-D235301,E530-3012976-D235301,E530-301297606-D235301,E530-30129760606-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30129-D235301,E530-3012977-D235301,E530-301297727-D235301,E530-30129772724-D235301,campaign_tied,1,19289.67,19289.67,19289.67,19289.67,19289.67,19289.67,19289.67
DARAJAT,E530-30129-D235301,E530-3012977-D235301,E530-301297757-D235301,E530-30129775736-D235301,campaign_tied,1,18729.87,18729.87,18729.87,18729.87,18729.87,18729.87,18729.87
DARAJAT,E530-30129-D235301,E530-3012977-D235301,E530-301297758-D235301,E530-30129775816-D235301,campaign_tied,1,22092.53,22092.53,22092.53,22092.53,22092.53,22092.53,22092.53
DARAJAT,E530-30129-D235301,E530-3012977-D235301,E530-301297758-D235301,E530-30129775817-D235301,campaign_tied,1,443299.87,443299.87,443299.87,443299.87,443299.87,443299.87,443299.87
DARAJAT,E530-30129-D235301,E530-3012977-D235301,E530-301297759-D235301,E530-30129775920-D235301,campaign_tied,1,20422.64,20422.64,20422.64,20422.64,20422.64,20422.64,20422.64
DARAJAT,E530-30129-D235301,E530-3012978-D235301,E530-301297856-D235301,E530-30129785627-D235301,campaign_tied,1,37958.17,37958.17,37958.17,37958.17,37958.17,37958.17,37958.17
DARAJAT,E530-30129-D235301,E530-3012978-D235301,E530-301297862-D235301,E530-30129786227-D235301,campaign_tied,1,82973.05,82973.05,82973.05,82973.05,82973.05,82973.05,82973.05
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297901-D235301,E530-30129790101-D235301,well_tied,1,39911.33,39911.33,39911.33,39911.33,39911.33,39911.33,39911.33
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297902-D235301,E530-30129790202-D235301,well_tied,1,38587.23,38587.23,38587.23,38587.23,38587.23,38587.23,38587.23
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297903-D235301,E530-30129790303-D235301,well_tied,1,39433.9,39433.9,39433.9,39433.9,39433.9,39433.9,39433.9
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297904-D235301,E530-30129790404-D235301,well_tied,1,39145.5,39145.5,39145.5,39145.5,39145.5,39145.5,39145.5
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297905-D235301,E530-30129790505-D235301,well_tied,1,39000.07,39000.07,39000.07,39000.07,39000.07,39000.07,39000.07
DARAJAT,E530-30129-D235301,E530-3012979-D235301,E530-301297906-D235301,E530-30129790606-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30129-D235301,E530-3012981-D235301,E530-301298160-D235301,E530-30129816043-D235301,campaign_tied,1,132251.66,132251.66,132251.66,132251.66,132251.66,132251.66,132251.66
DARAJAT,E530-30129-D235301,E530-3012982-D235301,E530-301298264-D235301,E530-30129826460-D235301,campaign_tied,1,20405.19,20405.19,20405.19,20405.19,20405.19,20405.19,20405.19
DARAJAT,E530-30129-D235301,E530-3012991-D235301,E530-301299127-D235301,E530-30129912724-D235301,campaign_tied,1,156205.65,156205.65,156205.65,156205.65,156205.65,156205.65,156205.65
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037401-D225301,E530-30203740103-D225301,well_tied,1,148794.67,148794.67,148794.67,148794.67,148794.67,148794.67,148794.67
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037401-D225301,E530-30203740160-D225301,well_tied,1,78740.79,78740.79,78740.79,78740.79,78740.79,78740.79,78740.79
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037402-D225301,E530-30203740203-D225301,well_tied,1,120288.38,120288.38,120288.38,120288.38,120288.38,120288.38,120288.38
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037402-D225301,E530-30203740260-D225301,well_tied,1,78698.18,78698.18,78698.18,78698.18,78698.18,78698.18,78698.18
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037403-D225301,E530-30203740303-D225301,well_tied,1,152925.75,152925.75,152925.75,152925.75,152925.75,152925.75,152925.75
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037403-D225301,E530-30203740360-D225301,well_tied,1,78741.18,78741.18,78741.18,78741.18,78741.18,78741.18,78741.18
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037404-D225301,E530-30203740403-D225301,well_tied,1,188120.16,188120.16,188120.16,188120.16,188120.16,188120.16,188120.16
DARAJAT,E530-30203-D225301,E530-3020374-D225301,E530-302037404-D225301,E530-30203740460-D225301,well_tied,1,125153.42,125153.42,125153.42,125153.42,125153.42,125153.42,125153.42
DARAJAT,E530-30203-D225301,E530-3020383-D225301,E530-302038307-D225301,E530-30203830759-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020383-D225301,E530-302038308-D225301,E530-30203830821-D225301,hybrid,1,20291.94,20291.94,20291.94,20291.94,20291.94,20291.94,20291.94
DARAJAT,E530-30203-D225301,E530-3020383-D225301,E530-302038308-D225301,E530-30203830860-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020383-D225301,E530-302038309-D225301,E530-30203830962-D225301,hybrid,1,234998.02,234998.02,234998.02,234998.02,234998.02,234998.02,234998.02
DARAJAT,E530-30203-D225301,E530-3020384-D225301,E530-302038407-D225301,E530-30203840759-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020384-D225301,E530-302038408-D225301,E530-30203840821-D225301,hybrid,1,31634.26,31634.26,31634.26,31634.26,31634.26,31634.26,31634.26
DARAJAT,E530-30203-D225301,E530-3020384-D225301,E530-302038408-D225301,E530-30203840860-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020384-D225301,E530-302038409-D225301,E530-30203840962-D225301,hybrid,1,340780.82,340780.82,340780.82,340780.82,340780.82,340780.82,340780.82
DARAJAT,E530-30203-D225301,E530-3020385-D225301,E530-302038507-D225301,E530-30203850759-D225301,hybrid,1,11467.04,11467.04,11467.04,11467.04,11467.04,11467.04,11467.04
DARAJAT,E530-30203-D225301,E530-3020385-D225301,E530-302038508-D225301,E530-30203850821-D225301,hybrid,1,10467.58,10467.58,10467.58,10467.58,10467.58,10467.58,10467.58
DARAJAT,E530-30203-D225301,E530-3020385-D225301,E530-302038508-D225301,E530-30203850860-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020385-D225301,E530-302038509-D225301,E530-30203850962-D225301,hybrid,1,208593.69,208593.69,208593.69,208593.69,208593.69,208593.69,208593.69
DARAJAT,E530-30203-D225301,E530-3020386-D225301,E530-302038607-D225301,E530-30203860759-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020386-D225301,E530-302038608-D225301,E530-30203860821-D225301,hybrid,1,49110.91,49110.91,49110.91,49110.91,49110.91,49110.91,49110.91
DARAJAT,E530-30203-D225301,E530-3020386-D225301,E530-302038608-D225301,E530-30203860860-D225301,hybrid,1,60098.57,60098.57,60098.57,60098.57,60098.57,60098.57,60098.57
DARAJAT,E530-30203-D225301,E530-3020386-D225301,E530-302038609-D225301,E530-30203860962-D225301,hybrid,1,217964.53,217964.53,217964.53,217964.53,217964.53,217964.53,217964.53
DARAJAT,E530-30203-D225301,E530-3020387-D225301,E530-302038707-D225301,E530-30203870759-D225301,hybrid,1,16641.18,16641.18,16641.18,16641.18,16641.18,16641.18,16641.18
DARAJAT,E530-30203-D225301,E530-3020387-D225301,E530-302038708-D225301,E530-30203870821-D225301,hybrid,1,303251.53,303251.53,303251.53,303251.53,303251.53,303251.53,303251.53
DARAJAT,E530-30203-D225301,E530-3020387-D225301,E530-302038708-D225301,E530-30203870860-D225301,hybrid,1,10810.43,10810.43,10810.43,10810.43,10810.43,10810.43,10810.43
DARAJAT,E530-30203-D225301,E530-3020387-D225301,E530-302038709-D225301,E530-30203870901-D225301,well_tied,1,183372.09,183372.09,183372.09,183372.09,183372.09,183372.09,183372.09
DARAJAT,E530-30203-D225301,E530-3020387-D225301,E530-302038709-D225301,E530-30203870902-D225301,well_tied,1,167698.65,167698.65,167698.65,167698.65,167698.65,167698.65,167698.65
DARAJAT,E530-30203-D225301,E530-3020388-D225301,E530-302038807-D225301,E530-30203880759-D225301,hybrid,1,6944.83,6944.83,6944.83,6944.83,6944.83,6944.83,6944.83
DARAJAT,E530-30203-D225301,E530-3020388-D225301,E530-302038808-D225301,E530-30203880821-D225301,hybrid,1,145036.41,145036.41,145036.41,145036.41,145036.41,145036.41,145036.41
DARAJAT,E530-30203-D225301,E530-3020388-D225301,E530-302038808-D225301,E530-30203880860-D225301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D225301,E530-3020388-D225301,E530-302038809-D225301,E530-30203880903-D225301,well_tied,1,184687.03,184687.03,184687.03,184687.03,184687.03,184687.03,184687.03
DARAJAT,E530-30203-D225301,E530-3020389-D225301,E530-302038907-D225301,E530-30203890759-D225301,hybrid,1,9418.09,9418.09,9418.09,9418.09,9418.09,9418.09,9418.09
DARAJAT,E530-30203-D225301,E530-3020389-D225301,E530-302038908-D225301,E530-30203890821-D225301,hybrid,1,235311.07,235311.07,235311.07,235311.07,235311.07,235311.07,235311.07
DARAJAT,E530-30203-D225301,E530-3020389-D225301,E530-302038908-D225301,E530-30203890860-D225301,hybrid,1,8090.39,8090.39,8090.39,8090.39,8090.39,8090.39,8090.39
DARAJAT,E530-30203-D225301,E530-3020389-D225301,E530-302038909-D225301,E530-30203890904-D225301,well_tied,1,209352.54,209352.54,209352.54,209352.54,209352.54,209352.54,209352.54
DARAJAT,E530-30203-D225301,E530-3020389-D225301,E530-302038909-D225301,E530-30203890905-D225301,well_tied,1,56369.5,56369.5,56369.5,56369.5,56369.5,56369.5,56369.5
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037401-D235301,E530-30203740103-D235301,well_tied,1,152687.9,152687.9,152687.9,152687.9,152687.9,152687.9,152687.9
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037401-D235301,E530-30203740160-D235301,well_tied,1,94198.6,94198.6,94198.6,94198.6,94198.6,94198.6,94198.6
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037402-D235301,E530-30203740203-D235301,well_tied,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037402-D235301,E530-30203740260-D235301,well_tied,1,84977.53,84977.53,84977.53,84977.53,84977.53,84977.53,84977.53
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037403-D235301,E530-30203740303-D235301,well_tied,1,164269.8,164269.8,164269.8,164269.8,164269.8,164269.8,164269.8
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037403-D235301,E530-30203740360-D235301,well_tied,1,94113.85,94113.85,94113.85,94113.85,94113.85,94113.85,94113.85
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037404-D235301,E530-30203740403-D235301,well_tied,1,166062.88,166062.88,166062.88,166062.88,166062.88,166062.88,166062.88
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037404-D235301,E530-30203740460-D235301,well_tied,1,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037405-D235301,E530-30203740503-D235301,well_tied,1,168301.82,168301.82,168301.82,168301.82,168301.82,168301.82,168301.82
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037405-D235301,E530-30203740560-D235301,well_tied,1,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037406-D235301,E530-30203740603-D235301,well_tied,1,159311.68,159311.68,159311.68,159311.68,159311.68,159311.68,159311.68
DARAJAT,E530-30203-D235301,E530-3020374-D235301,E530-302037406-D235301,E530-30203740660-D235301,well_tied,1,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04,101973.04
DARAJAT,E530-30203-D235301,E530-3020383-D235301,E530-302038307-D235301,E530-30203830759-D235301,hybrid,1,4954.23,4954.23,4954.23,4954.23,4954.23,4954.23,4954.23
DARAJAT,E530-30203-D235301,E530-3020383-D235301,E530-302038308-D235301,E530-30203830821-D235301,hybrid,1,13374.81,13374.81,13374.81,13374.81,13374.81,13374.81,13374.81
DARAJAT,E530-30203-D235301,E530-3020383-D235301,E530-302038308-D235301,E530-30203830860-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020383-D235301,E530-302038309-D235301,E530-30203830962-D235301,hybrid,1,230187.85,230187.85,230187.85,230187.85,230187.85,230187.85,230187.85
DARAJAT,E530-30203-D235301,E530-3020384-D235301,E530-302038407-D235301,E530-30203840759-D235301,hybrid,1,5004.81,5004.81,5004.81,5004.81,5004.81,5004.81,5004.81
DARAJAT,E530-30203-D235301,E530-3020384-D235301,E530-302038408-D235301,E530-30203840821-D235301,hybrid,1,13374.81,13374.81,13374.81,13374.81,13374.81,13374.81,13374.81
DARAJAT,E530-30203-D235301,E530-3020384-D235301,E530-302038408-D235301,E530-30203840860-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020384-D235301,E530-302038409-D235301,E530-30203840962-D235301,hybrid,1,285749.38,285749.38,285749.38,285749.38,285749.38,285749.38,285749.38
DARAJAT,E530-30203-D235301,E530-3020385-D235301,E530-302038507-D235301,E530-30203850759-D235301,hybrid,1,10429.6,10429.6,10429.6,10429.6,10429.6,10429.6,10429.6
DARAJAT,E530-30203-D235301,E530-3020385-D235301,E530-302038508-D235301,E530-30203850821-D235301,hybrid,1,20537.78,20537.78,20537.78,20537.78,20537.78,20537.78,20537.78
DARAJAT,E530-30203-D235301,E530-3020385-D235301,E530-302038508-D235301,E530-30203850860-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020385-D235301,E530-302038509-D235301,E530-30203850962-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020386-D235301,E530-302038607-D235301,E530-30203860759-D235301,hybrid,1,35136.88,35136.88,35136.88,35136.88,35136.88,35136.88,35136.88
DARAJAT,E530-30203-D235301,E530-3020386-D235301,E530-302038608-D235301,E530-30203860821-D235301,hybrid,1,59491.44,59491.44,59491.44,59491.44,59491.44,59491.44,59491.44
DARAJAT,E530-30203-D235301,E530-3020386-D235301,E530-302038608-D235301,E530-30203860860-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020386-D235301,E530-302038609-D235301,E530-30203860962-D235301,hybrid,1,998367.29,998367.29,998367.29,998367.29,998367.29,998367.29,998367.29
DARAJAT,E530-30203-D235301,E530-3020387-D235301,E530-302038707-D235301,E530-30203870759-D235301,hybrid,1,9910.04,9910.04,9910.04,9910.04,9910.04,9910.04,9910.04
DARAJAT,E530-30203-D235301,E530-3020387-D235301,E530-302038708-D235301,E530-30203870821-D235301,hybrid,1,112405.3,112405.3,112405.3,112405.3,112405.3,112405.3,112405.3
DARAJAT,E530-30203-D235301,E530-3020387-D235301,E530-302038708-D235301,E530-30203870860-D235301,hybrid,1,45097.58,45097.58,45097.58,45097.58,45097.58,45097.58,45097.58
DARAJAT,E530-30203-D235301,E530-3020387-D235301,E530-302038709-D235301,E530-30203870963-D235301,hybrid,1,161480.13,161480.13,161480.13,161480.13,161480.13,161480.13,161480.13
DARAJAT,E530-30203-D235301,E530-3020388-D235301,E530-302038807-D235301,E530-30203880759-D235301,hybrid,1,10339.41,10339.41,10339.41,10339.41,10339.41,10339.41,10339.41
DARAJAT,E530-30203-D235301,E530-3020388-D235301,E530-302038808-D235301,E530-30203880821-D235301,hybrid,1,160462.48,160462.48,160462.48,160462.48,160462.48,160462.48,160462.48
DARAJAT,E530-30203-D235301,E530-3020388-D235301,E530-302038808-D235301,E530-30203880860-D235301,hybrid,1,99714.62,99714.62,99714.62,99714.62,99714.62,99714.62,99714.62
DARAJAT,E530-30203-D235301,E530-3020388-D235301,E530-302038809-D235301,E530-30203880963-D235301,hybrid,1,413724.3,413724.3,413724.3,413724.3,413724.3,413724.3,413724.3
DARAJAT,E530-30203-D235301,E530-3020389-D235301,E530-302038907-D235301,E530-30203890759-D235301,hybrid,1,5095.3,5095.3,5095.3,5095.3,5095.3,5095.3,5095.3
DARAJAT,E530-30203-D235301,E530-3020389-D235301,E530-302038908-D235301,E530-30203890821-D235301,hybrid,1,87204.81,87204.81,87204.81,87204.81,87204.81,87204.81,87204.81
DARAJAT,E530-30203-D235301,E530-3020389-D235301,E530-302038908-D235301,E530-30203890860-D235301,hybrid,1,44689.98,44689.98,44689.98,44689.98,44689.98,44689.98,44689.98
DARAJAT,E530-30203-D235301,E530-3020389-D235301,E530-302038909-D235301,E530-30203890963-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020390-D235301,E530-302039007-D235301,E530-30203900759-D235301,hybrid,1,30436.57,30436.57,30436.57,30436.57,30436.57,30436.57,30436.57
DARAJAT,E530-30203-D235301,E530-3020390-D235301,E530-302039008-D235301,E530-30203900821-D235301,hybrid,1,234054.44,234054.44,234054.44,234054.44,234054.44,234054.44,234054.44
DARAJAT,E530-30203-D235301,E530-3020390-D235301,E530-302039008-D235301,E530-30203900860-D235301,hybrid,1,77309.11,77309.11,77309.11,77309.11,77309.11,77309.11,77309.11
DARAJAT,E530-30203-D235301,E530-3020390-D235301,E530-302039009-D235301,E530-30203900963-D235301,hybrid,1,332808.46,332808.46,332808.46,332808.46,332808.46,332808.46,332808.46
