classification_key,source_row_id,field,campaign_raw,campaign_canonical,campaign_start_year,campaign_code,well_raw,well_canonical,mapping_method,mapping_confidence,mapping_source,l0_id,l0_desc,l1_id,l1_desc,l2_id,l2_desc,l3_id,l3_desc,l4_id,l4_desc,l5_id,l5_desc,wbs_family_tag,family_group_key,classification,driver_family,budget_usd,release_usd,released_usd,committed_usd,actual_usd,source_sheet,source_workbook,source_field_campaign_year
SALAK|E540-30101-D245401|E540-3010109-D245401|E540-301010961-D245401|E540-30101096101-D245401,2a4e6163ab1a970b,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 9-10RD,AWI 9-10,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010109-D245401,E540-3010109-D245401,E540-301010961-D245401,E540-301010961-D245401,E540-30101096101-D245401,Casing,Casing,casing,well_tied,well_scope,0,0,0,0,16239.590000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080245-D245401,82c6be3b68fde65e,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080245-D245401,Drilling Rig O&M,Drilling Rig O&M,drilling_rig_o_m,well_tied,well_scope,0,0,0,0,535788.290000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080224-D245401,b0448dfb51067bd3,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080224-D245401,Explosive Handling & Permitting,Explosive Handling & Permitting,explosive_handling_permitting,well_tied,well_scope,0,0,0,0,5090.540000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080298-D245401,ac273ae4e4933c00,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080298-D245401,API non API Machine Shop Service,API non API Machine Shop Service,api_non_api_machine_shop_service,well_tied,well_scope,0,0,0,0,34147.780000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080297-D245401,2f6f04b5b6e64dc6,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080297-D245401,Welding Service,Welding Service,welding_service,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080296-D245401,c7cfc1b9e075ba40,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080296-D245401,Vehicle Inspection,Vehicle Inspection,vehicle_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080295-D245401,3dc4f8632e5ed185,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080295-D245401,Rig Inspection,Rig Inspection,rig_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080294-D245401,935501a2976fe032,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080294-D245401,NDT Inspection,NDT Inspection,ndt_inspection,well_tied,well_scope,0,0,0,0,12618.120000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080220-D245401,dba6f4fde87affea,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080220-D245401,"Drilling Safety, Health & Environment","Drilling Safety, Health & Environment",drilling_safety_health_environment,well_tied,well_scope,0,0,0,0,9851.290000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080217-D245401,23f8b0b05b50f9cc,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080217-D245401,Other Transportation,Other Transportation,other_transportation,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080216-D245401,d25f4cc3ba8ca504,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080216-D245401,Land Transportation,Land Transportation,land_transportation,well_tied,well_scope,0,0,0,0,74352.560000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080215-D245401,ba99c195b09dd609,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080215-D245401,Supervision,Supervision,supervision,well_tied,well_scope,0,0,0,0,56306.360000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080214-D245401,6c88e8ba6d01c5d1,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080214-D245401,Open Hole Electrical Logging Service,Open Hole Electrical Logging Service,open_hole_electrical_logging_service,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080213-D245401,f90a70f20181fd46,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080213-D245401,Mud Logging Service,Mud Logging Service,mud_logging_service,well_tied,well_scope,0,0,0,0,45900.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080247-D245401,667181f1e3938bed,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080247-D245401,Coring,Coring,coring,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080212-D245401,6440d79c3319e4a3,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080212-D245401,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees",cement_cementing_pump_fees,well_tied,well_scope,0,0,0,0,556572.630000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080211-D245401,da457e798bb3d6e0,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080211-D245401,Casing Installation,Casing Installation,casing_installation,well_tied,well_scope,0,0,0,0,65679.520000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080210-D245401,fe38a61c5d3c2e81,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080210-D245401,Directional Drilling & Surveys,Directional Drilling & Surveys,directional_drilling_surveys,well_tied,well_scope,0,0,0,0,305864.510000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080209-D245401,9ded9ff558fa3413,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080209-D245401,Equipment Rental,Equipment Rental,equipment_rental,well_tied,well_scope,0,0,0,0,286869.750000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080208-D245401,66ef5ae18addaa80,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080208-D245401,"Bits, Reamer and Core heads","Bits, Reamer and Core heads",bits_reamer_and_core_heads,well_tied,well_scope,0,0,0,0,241956.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080207-D245401,4805cfdbf2037f44,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080207-D245401,"Mud, Chemical and Engineering Service","Mud, Chemical and Engineering Service",mud_chemical_and_engineering_service,well_tied,well_scope,0,0,0,0,410447.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080205-D245401,db6a9d923089b36e,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080205-D245401,Contract Rig,Contract Rig,contract_rig,well_tied,well_scope,0,0,0,0,441013.530000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010802-D245401|E540-30101080204-D245401,7d1be1238c69ccde,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010802-D245401,E540-301010802-D245401,E540-30101080204-D245401,Service Lines & Communication,Service Lines & Communication,service_lines_communication,well_tied,well_scope,0,0,0,0,1095.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010801-D245401|E540-30101080160-D245401,0f083a33715bdf34,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010801-D245401,E540-301010801-D245401,E540-30101080160-D245401,Consumables,Consumables,consumables,well_tied,well_scope,0,0,0,0,576.420000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010861-D245401|E540-30101086162-D245401,61f8db1b806deaa9,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010861-D245401,E540-301010861-D245401,E540-30101086162-D245401,Casing Repair & Modif,Casing Repair & Modif,casing_repair_modif,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010861-D245401|E540-30101086193-D245401,5e61a85a1dfb55d5,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010861-D245401,E540-301010861-D245401,E540-30101086193-D245401,Asset Transfer,Asset Transfer,asset_transfer,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010861-D245401|E540-30101086118-D245401,60f14aa9b617ae13,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010861-D245401,E540-301010861-D245401,E540-30101086118-D245401,Fuel & Lubricants,Fuel & Lubricants,fuel_lubricants,well_tied,well_scope,0,0,0,0,199759.800000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010861-D245401|E540-30101086102-D245401,705a5d807f5950fd,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010861-D245401,E540-301010861-D245401,E540-30101086102-D245401,Well Equipment Surface,Well Equipment Surface,well_equipment_surface,well_tied,well_scope,0,0,0,0,76400.290000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010108-D245401|E540-301010861-D245401|E540-30101086101-D245401,43bb737c985b374d,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 23-2,AWI 23-2,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010108-D245401,E540-3010108-D245401,E540-301010861-D245401,E540-301010861-D245401,E540-30101086101-D245401,Casing,Casing,casing,well_tied,well_scope,0,0,0,0,965451.400000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070245-D245401,5f1f4c1e7a603546,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070245-D245401,Drilling Rig O&M,Drilling Rig O&M,drilling_rig_o_m,well_tied,well_scope,0,0,0,0,395934.560000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070224-D245401,83359dc40549e32a,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070224-D245401,Explosive Handling & Permitting,Explosive Handling & Permitting,explosive_handling_permitting,well_tied,well_scope,0,0,0,0,5235.620000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070298-D245401,17ce744629ada959,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070298-D245401,API non API Machine Shop Service,API non API Machine Shop Service,api_non_api_machine_shop_service,well_tied,well_scope,0,0,0,0,42179.350000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070297-D245401,e4cb404b3e3cf124,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070297-D245401,Welding Service,Welding Service,welding_service,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070296-D245401,e3b6f5930d110381,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070296-D245401,Vehicle Inspection,Vehicle Inspection,vehicle_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070295-D245401,d7b9f0bff9245e2d,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070295-D245401,Rig Inspection,Rig Inspection,rig_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070294-D245401,ca68e5161ef51b63,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070294-D245401,NDT Inspection,NDT Inspection,ndt_inspection,well_tied,well_scope,0,0,0,0,32818.090000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070220-D245401,544ad4efc8ac4cac,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070220-D245401,"Drilling Safety, Health & Environment","Drilling Safety, Health & Environment",drilling_safety_health_environment,well_tied,well_scope,0,0,0,0,7386.960000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070217-D245401,36026d9ed307150d,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070217-D245401,Other Transportation,Other Transportation,other_transportation,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070216-D245401,20906f254baac969,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070216-D245401,Land Transportation,Land Transportation,land_transportation,well_tied,well_scope,0,0,0,0,138436.380000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070215-D245401,24948a9334fcfcb6,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070215-D245401,Supervision,Supervision,supervision,well_tied,well_scope,0,0,0,0,70968.660000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070214-D245401,4e5d970553ca8213,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070214-D245401,Open Hole Electrical Logging Service,Open Hole Electrical Logging Service,open_hole_electrical_logging_service,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070213-D245401,435ddfd364c985f1,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070213-D245401,Mud Logging Service,Mud Logging Service,mud_logging_service,well_tied,well_scope,0,0,0,0,31400.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
SALAK|E540-30101-D245401|E540-3010107-D245401|E540-301010702-D245401|E540-30101070247-D245401,ea9a9e7602296b2b,SALAK,SLK 2025,SALAK_2025_2026,2025,E540-30101-D245401,AWI 21-8,AWI 21-8,campaign_alias_match,high,wbs_lv5_master,E540,ROOT,E540-30-D245401,E540-30-D245401,E540-30101-D245401,E540-30101-D245401,E540-3010107-D245401,E540-3010107-D245401,E540-301010702-D245401,E540-301010702-D245401,E540-30101070247-D245401,Coring,Coring,coring,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,SALAK_2025
