classification_key,source_row_id,field,campaign_raw,campaign_canonical,campaign_start_year,campaign_code,well_raw,well_canonical,mapping_method,mapping_confidence,mapping_source,l0_id,l0_desc,l1_id,l1_desc,l2_id,l2_desc,l3_id,l3_desc,l4_id,l4_desc,l5_id,l5_desc,wbs_family_tag,family_group_key,classification,driver_family,budget_usd,release_usd,released_usd,committed_usd,actual_usd,source_sheet,source_workbook,source_field_campaign_year
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020298-D225301,d9b4d23ede71e723,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020298-D225301,API non API Machine Shop Service,API non API Machine Shop Service,api_non_api_machine_shop_service,well_tied,well_scope,0,0,0,0,55784.640000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020297-D225301,8803fcc9a1c20a4e,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020297-D225301,Welding Service,Welding Service,welding_service,well_tied,well_scope,0,0,0,0,7619.820000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020296-D225301,0cda524fadc8dbcc,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020296-D225301,Vehicle Inspection,Vehicle Inspection,vehicle_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020295-D225301,9159b455f0e8f439,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020295-D225301,Rig Inspection,Rig Inspection,rig_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020294-D225301,a968faae2363d19d,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020294-D225301,NDT Inspection,NDT Inspection,ndt_inspection,well_tied,well_scope,0,0,0,0,32029.560000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020220-D225301,19b10d6d4162a591,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020220-D225301,"Drilling Safety, Health & Environment","Drilling Safety, Health & Environment",drilling_safety_health_environment,well_tied,well_scope,0,0,0,0,8354.050000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020217-D225301,b07caed7ab452d5b,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020217-D225301,Other Transportation,Other Transportation,other_transportation,well_tied,well_scope,0,0,0,0,16329.480000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020216-D225301,3b038d480b5e4eb5,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020216-D225301,Land Transportation,Land Transportation,land_transportation,well_tied,well_scope,0,0,0,0,80498.530000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020215-D225301,96b12b5bde63e40c,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020215-D225301,Supervision,Supervision,supervision,well_tied,well_scope,0,0,0,0,60329.680000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020214-D225301,05b5c4b7bc8cb799,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020214-D225301,Open Hole Electrical Logging Service,Open Hole Electrical Logging Service,open_hole_electrical_logging_service,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020213-D225301,cf189eab7754a2df,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020213-D225301,Mud Logging Service,Mud Logging Service,mud_logging_service,well_tied,well_scope,0,0,0,0,67575.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020247-D225301,596fa98253f51871,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020247-D225301,Coring,Coring,coring,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020212-D225301,2bd0cd2c753b7ec9,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020212-D225301,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees",cement_cementing_pump_fees,well_tied,well_scope,0,0,0,0,476892.740000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020211-D225301,edac1f65402e2805,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020211-D225301,Casing Installation,Casing Installation,casing_installation,well_tied,well_scope,0,0,0,0,67979.200000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020210-D225301,46f97ef6ef6ce903,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020210-D225301,Directional Drilling & Surveys,Directional Drilling & Surveys,directional_drilling_surveys,well_tied,well_scope,0,0,0,0,271966.420000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020209-D225301,0803619e559aa70c,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020209-D225301,Equipment Rental,Equipment Rental,equipment_rental,well_tied,well_scope,0,0,0,0,269816.430000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020208-D225301,58c61f5b8215188d,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020208-D225301,"Bits, Reamer and Core heads","Bits, Reamer and Core heads",bits_reamer_and_core_heads,well_tied,well_scope,0,0,0,0,105762.500000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020207-D225301,4ece6132f5e2dd2f,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020207-D225301,"Mud, Chemical and Engineering Service","Mud, Chemical and Engineering Service",mud_chemical_and_engineering_service,well_tied,well_scope,0,0,0,0,345656.380000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020205-D225301,aee1a2534dbe998e,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020205-D225301,Contract Rig,Contract Rig,contract_rig,well_tied,well_scope,0,0,0,0,577880.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010202-D225301|E530-30101020204-D225301,89afabcd1785d286,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010202-D225301,E530-301010202-D225301,E530-30101020204-D225301,Service Lines & Communication,Service Lines & Communication,service_lines_communication,well_tied,well_scope,0,0,0,0,679.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010201-D225301|E530-30101020160-D225301,ce765db1d903ab04,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010201-D225301,E530-301010201-D225301,E530-30101020160-D225301,Consumables,Consumables,consumables,well_tied,well_scope,0,0,0,0,26370.440000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010261-D225301|E530-30101026193-D225301,491368fa6ff60938,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010261-D225301,E530-301010261-D225301,E530-30101026193-D225301,Asset Transfer,Asset Transfer,asset_transfer,well_tied,well_scope,0,0,0,0,21580.530000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010261-D225301|E530-30101026118-D225301,691d2f84244d2ad6,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010261-D225301,E530-301010261-D225301,E530-30101026118-D225301,Fuel & Lubricants,Fuel & Lubricants,fuel_lubricants,well_tied,well_scope,0,0,0,0,587193.810000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010261-D225301|E530-30101026102-D225301,8428b3fdd67bfb37,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010261-D225301,E530-301010261-D225301,E530-30101026102-D225301,Well Equipment Surface,Well Equipment Surface,well_equipment_surface,well_tied,well_scope,0,0,0,0,55296.040000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010102-D225301|E530-301010261-D225301|E530-30101026101-D225301,7a2899c4d61d134c,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-2,DRJ-52,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010102-D225301,E530-3010102-D225301,E530-301010261-D225301,E530-301010261-D225301,E530-30101026101-D225301,Casing,Casing,casing,well_tied,well_scope,0,0,0,0,319725.930000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010224-D225301,87bd6db798ed45f6,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010224-D225301,Explosive Handling & Permitting,Explosive Handling & Permitting,explosive_handling_permitting,well_tied,well_scope,0,0,0,0,40772.110000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010298-D225301,9ae08d9dc522f3dc,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010298-D225301,API non API Machine Shop Service,API non API Machine Shop Service,api_non_api_machine_shop_service,well_tied,well_scope,0,0,0,0,54349.720000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010297-D225301,c73c7a6e415cbb07,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010297-D225301,Welding Service,Welding Service,welding_service,well_tied,well_scope,0,0,0,0,7705.260000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010296-D225301,fca5c59f6919f393,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010296-D225301,Vehicle Inspection,Vehicle Inspection,vehicle_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010295-D225301,80065f86c1265c99,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010295-D225301,Rig Inspection,Rig Inspection,rig_inspection,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010294-D225301,d9ba7e0feaeb4684,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010294-D225301,NDT Inspection,NDT Inspection,ndt_inspection,well_tied,well_scope,0,0,0,0,14136.940000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010220-D225301,f9f90b509c796d43,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010220-D225301,"Drilling Safety, Health & Environment","Drilling Safety, Health & Environment",drilling_safety_health_environment,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010217-D225301,ad6568ebaaebe32a,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010217-D225301,Other Transportation,Other Transportation,other_transportation,well_tied,well_scope,0,0,0,0,20360.220000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010216-D225301,994150dffc5c9b9c,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010216-D225301,Land Transportation,Land Transportation,land_transportation,well_tied,well_scope,0,0,0,0,74087.430000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010215-D225301,53bc7eaaa21148d5,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010215-D225301,Supervision,Supervision,supervision,well_tied,well_scope,0,0,0,0,86100.330000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010214-D225301,ac14974d257d84a6,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010214-D225301,Open Hole Electrical Logging Service,Open Hole Electrical Logging Service,open_hole_electrical_logging_service,well_tied,well_scope,0,0,0,0,64482.040000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010213-D225301,e78749524d7b8517,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010213-D225301,Mud Logging Service,Mud Logging Service,mud_logging_service,well_tied,well_scope,0,0,0,0,29312.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010247-D225301,e23ae2fde28ab918,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010247-D225301,Coring,Coring,coring,well_tied,well_scope,0,0,0,0,0.000000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010212-D225301,9dba519237859de0,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010212-D225301,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees",cement_cementing_pump_fees,well_tied,well_scope,0,0,0,0,634852.060000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010211-D225301,c19747a5a9ffa7c4,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010211-D225301,Casing Installation,Casing Installation,casing_installation,well_tied,well_scope,0,0,0,0,51885.170000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010210-D225301,489ddd5ed605c28f,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010210-D225301,Directional Drilling & Surveys,Directional Drilling & Surveys,directional_drilling_surveys,well_tied,well_scope,0,0,0,0,401366.060000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010209-D225301,6ec984aad4e9d102,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010209-D225301,Equipment Rental,Equipment Rental,equipment_rental,well_tied,well_scope,0,0,0,0,438722.440000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
DARAJAT|E530-30101-D225301|E530-3010101-D225301|E530-301010102-D225301|E530-30101010208-D225301,cbcdfd212a8d3104,DARAJAT,DRJ 2022,DARAJAT_2022,2022,E530-30101-D225301,14-1,DRJ-51,campaign_alias_match,high,wbs_lv5_master,E530,ROOT,E530-30-D225301,E530-30-D225301,E530-30101-D225301,E530-30101-D225301,E530-3010101-D225301,E530-3010101-D225301,E530-301010102-D225301,E530-301010102-D225301,E530-30101010208-D225301,"Bits, Reamer and Core heads","Bits, Reamer and Core heads",bits_reamer_and_core_heads,well_tied,well_scope,0,0,0,0,120098.500000,Data.Summary,20260327_WBS_Data.xlsx,DARAJAT_2022
