field,campaign_canonical,well_base_canonical,well_instance_id,well_canonical,event_ref_no,event_type,event_major_category,event_detail,event_duration_days,deviation_type,mapping_method,confidence,source_text_used
DARAJAT,DARAJAT_2022,DRJ-50,DARAJAT_2022|DRJ-50,DRJ-50,4,NPT,RREQ,TOP DRIVE,0.187500,standard,well_alias_context_bridge,high,DRJ-50
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,1,NPT,EQPS,CIRSYS,0.208333,standard,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,2,NPT,RREQ,DW HOIST,0.114583,standard,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,3,NPT,WP,TIGHT HOLE,0.520833,standard,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,4,SC,SCL,STUCK,2.083333,stuck_related,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,5,NPT,EQPS,EL UNIT,0.125000,standard,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-51,DARAJAT_2022|DRJ-51,DRJ-51,6,SC,WC,LOW DRL MAR,0.458333,standard,well_alias_context_bridge,high,DRJ-51
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,1,NPT,EQRCH,ADA RCH,0.062500,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,2,NPT,RREQ,TOP DRIVE,0.302083,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,3,NPT,RREQ,TOP DRIVE,0.104167,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,4,NPT,WC,STEAM,0.062500,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,4,NPT,WC,STEAM,0.156250,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,5,NPT,RREQ,PIPE HANDL,0.010417,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,6,NPT,RREQ,TOP DRIVE,0.260417,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,6,NPT,RREQ,TOP DRIVE,0.145833,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,7,DC,WO,WATER,0.166667,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,7,DC,WO,WATER,0.770833,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,6,NPT,RREQ,TOP DRIVE,0.010417,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,4,NPT,WC,STEAM,0.041667,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,6,NPT,RREQ,TOP DRIVE,0.322917,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2022,DRJ-52,DARAJAT_2022|DRJ-52,DRJ-52,7,DC,WO,SIMOPS,0.062500,standard,well_alias_context_bridge,high,DRJ-52
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,1,NPT,WP,TIGHT HOLE,0.145833,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,3,NPT,RREQ,COMPTR,0.020833,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,4,DC,RREQ,EQP,0.104167,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,5,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,5,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,5,NPT,RREQ,TOP DRIVE,0.979167,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,6,NPT,EQPS,CSG HAN,0.010417,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,7,NPT,PR,PROC,0.010417,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,8,NPT,RREQ,TOP DRIVE,0.010417,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-53,DARAJAT_2023_2024|DRJ-53,DRJ-53,9,NPT,RREQ,TOP DRIVE,0.072917,standard,well_alias_context_bridge,high,DRJ-53
DARAJAT,DARAJAT_2023_2024,DRJ-54,DARAJAT_2023_2024|DRJ-54,DRJ-54,1,NPT,SPWS,HOLE CLEAN,6.916667,sidetrack,well_alias_context_bridge,high,DRJ-54
DARAJAT,DARAJAT_2023_2024,DRJ-54,DARAJAT_2023_2024|DRJ-54,DRJ-54,2,NPT,EQP,BHA,0.375000,sidetrack,well_alias_context_bridge,high,DRJ-54
DARAJAT,DARAJAT_2023_2024,DRJ-54,DARAJAT_2023_2024|DRJ-54,DRJ-54,3,NPT,SPWS,STABILITY,2.333333,sidetrack,well_alias_context_bridge,high,DRJ-54
DARAJAT,DARAJAT_2023_2024,DRJ-54,DARAJAT_2023_2024|DRJ-54,DRJ-54,4,NPT,EQP,AIR DRILLING,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-54
DARAJAT,DARAJAT_2023_2024,DRJ-54,DARAJAT_2023_2024|DRJ-54,DRJ-54,5,NPT,MAINTENANCE,SLIP AND CUT DRL LINE,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-54
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,2,NPT,EQPS,CIRSYS,0.270833,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,1,NPT,RREQ,TOP DRIVE,0.031250,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,3,NPT,WC,WC,0.166667,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,4,NPT,WC,WC,0.145833,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,5,NPT,WO,WATER,0.458333,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-55,DARAJAT_2023_2024|DRJ-55,DRJ-55,5,NPT,WO,WATER,0.520833,standard,well_alias_context_bridge,high,DRJ-55
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,1,NPT,RREQ,TOP DRIVE,0.083333,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,2,NPT,SCL,STUCK,0.083333,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,3,NPT,SP,STUCK,4.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,4,NPT,WP,TIGHT HOLE,0.333333,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,6,NPT,WP,CMT JOB,1.312500,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,5,NPT,EQPS,ML,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,8,NPT,SP,STUCK,3.229167,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,9,NPT,SW,STUCK,0.062500,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,1.177083,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,10,DC,RREQ,TOP DRIVE,0.072917,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,ROT,0.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,ROT,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,10,DC,RREQ,TOP DRIVE,0.093750,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.010417,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,10,DC,RREQ,TOP DRIVE,0.062500,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,10,DC,RREQ,TOP DRIVE,0.083333,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.040972,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,8,NPT,RRBOP,SURF,0.010417,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,9,NPT,WO,PERSONNEL,1.895833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,11,NPT,EQP,PLUG,0.031250,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,7,NPT,RREQ,TOP DRIVE,0.083333,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,8,NPT,EQP,WHPSTK,1.020833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,11,NPT,EQP,DS WS,0.010417,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,12,NPT,EQPS,CIRSYS,0.270833,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,13,NPT,RREQ,CIRSYS,0.010417,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,14,NPT,RREQ,TOP DRIVE,0.010417,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,15,NPT,SW,TOOL FAIL,0.041667,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,16,NPT,EQP,MWD,0.187500,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-56,DARAJAT_2023_2024|DRJ-56,DRJ-56,17,NPT,EQPS,CIRSYS,0.093750,sidetrack,well_alias_context_bridge,high,DRJ-56
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,1,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,2,NPT,RREQ,PIPE HANDL,0.031250,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,3,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,4,NPT,RRBOP,SURF,0.125000,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,5,NPT,RREQ,DERRICK,0.104167,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.041667,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.083333,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.062500,standard,well_alias_context_bridge,high,DRJ-57
DARAJAT,DARAJAT_2023_2024,DRJ-57,DARAJAT_2023_2024|DRJ-57,DRJ-57,6,NPT,RREQ,TOP DRIVE,0.083333,standard,well_alias_context_bridge,high,DRJ-57
,,HMD-A01,,HMD-A01,1,NPT,RREQ,TOP DRIVE,0.208333,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,2,NPT,EQPS,CIRSYS,0.020833,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,3,NPT,EQP,CSG LN,0.187500,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,4,NPT,EQP,CMT,0.250000,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,5,NPT,PR,FL CONDT,0.125000,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,6,NPT,EQP,CSG LN,0.041667,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,7,DC,RREQ,DW HOIST,0.020833,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,8,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,9,NPT,RREQ,CIRSYS,0.020833,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,10,NPT,EQPS,CIRSYS,0.041667,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,11,NPT,EQPS,CIRSYS,0.020833,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,12,NPT,EQPS,CIRSYS,0.104167,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,13,NPT,EQP,LOG TOOL,0.062500,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A01,,HMD-A01,14,NPT,EQP,LOG TOOL,0.083333,standard,well_alias_context_bridge,low,HMD-A01
,,HMD-A02,,HMD-A02,1,NPT,EQP,MWD,0.416667,standard,well_alias_context_bridge,low,HMD-A02
,,HMD-A02,,HMD-A02,2,NPT,EQPS,CSG HAN,0.020833,standard,well_alias_context_bridge,low,HMD-A02
,,HMD-A02,,HMD-A02,3,NPT,WO,CMT,0.333333,standard,well_alias_context_bridge,low,HMD-A02
,,HMD-A02,,HMD-A02,4,NPT,EQPS,CMT,0.104167,standard,well_alias_context_bridge,low,HMD-A02
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,1,NPT,RREQ,MOD,0.020833,standard,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,2,NPT,EQPS,CMT,0.020833,standard,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,3,DC,EQPS,ML,0.020833,multileg,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,4,NPT,EQPS,AIR DRILLING,0.145833,standard,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,5,NPT,WC,STEAM,0.125000,standard,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-6,WAYANG_WINDU_2018|MBA-6,MBA-6,6,NPT,EQPS,CSG HAN,0.187500,standard,well_alias_context_bridge,high,MBA-6
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,1,NPT,RREQ,TOP DRIVE,1.531250,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,2,NPT,RREQ,CIRSYS,0.052083,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,3,NPT,EQP,CSG LN,0.541667,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,4,NPT,WP,FRM INSTAB,0.041667,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,5,NPT,EQPS,CSG HAN,0.270833,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,6,NPT,EQP,CSG LN,0.041667,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBA-7,WAYANG_WINDU_2018|MBA-7,MBA-7,7,NPT,EQPS,CIRSYS,0.020833,standard,well_alias_context_bridge,high,MBA-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,1,NPT,SCL,GEOMETRY,0.125000,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,2,NPT,RREQ,TOP DRIVE,0.010417,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,3,DC,EQSS,SS SMD SPU,0.125000,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,4,NPT,WO,ORDERS,0.020833,redrill,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,5,NPT,EQP,CMT,0.208333,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,2,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,7,DC,EQPS,PIPE HANDL,0.062500,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,6,NPT,RRBOP,SURF,0.010417,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,7,NPT,WO,EQP,0.333333,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,8,NPT,SP,HOLE CLEAN,1.020833,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,9,DC,SCL,HOLE CLEAN,0.833333,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,10,NPT,EQPS,CIRSYS,0.010417,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,11,NPT,EQPS,CIRSYS,0.395833,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,12,NPT,SP,HOLE CLEAN,3.437500,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,12,NPT,SP,HOLE CLEAN,1.583333,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,2,NPT,RREQ,TOP DRIVE,0.041667,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-7,WAYANG_WINDU_2018|MBD-7,MBD-7,13,NPT,EQP,CSG LN,0.750000,standard,well_alias_context_bridge,high,MBD-7
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,1,NPT,PR,ERROR,0.145833,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,1,NPT,SP,CMT,2.187500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,2,NPT,EQP,CMT,0.104167,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,2,NPT,WP,TIGHT HOLE,0.500000,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,3,NPT,RREQ,DERRICK,0.125000,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,4,NPT,RREQ,CIRSYS,0.062500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,3,NPT,RREQ,DERRICK,0.250000,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,4,NPT,RREQ,CIRSYS,0.083333,standard,well_alias_context_bridge,high,MBD-8
