classification_key,field,wbs_code_lv5,wbs_lvl5,wbs_family_tag,example_wbs_label,supporting_cost_total,estimation_class,driver_family,well_estimation_use,campaign_estimation_use,approval_status,approval_basis,approval_notes
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010208-D235301,DARAJAT,E530-30101010208-D235301,E530-30101010208-D235301,"Bits, Reamer and Core heads","Bits, Reamer and Core heads DRJ-Steam 1",0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010209-D235301,DARAJAT,E530-30101010209-D235301,E530-30101010209-D235301,Equipment Rental,Equipment Rental DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010210-D235301,DARAJAT,E530-30101010210-D235301,E530-30101010210-D235301,Directional Drilling & Surveys,Directional Drilling & Surveys DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010211-D235301,DARAJAT,E530-30101010211-D235301,E530-30101010211-D235301,Casing Installation,Casing Installation DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010212-D235301,DARAJAT,E530-30101010212-D235301,E530-30101010212-D235301,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees DRJ-Steam 1",0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010213-D235301,DARAJAT,E530-30101010213-D235301,E530-30101010213-D235301,Mud Logging Service,Mud Logging Service DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010214-D235301,DARAJAT,E530-30101010214-D235301,E530-30101010214-D235301,Open Hole Electrical Logging Service,Open Hole Electrical Logging Serv DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010215-D235301,DARAJAT,E530-30101010215-D235301,E530-30101010215-D235301,Supervision,Supervision DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010216-D235301,DARAJAT,E530-30101010216-D235301,E530-30101010216-D235301,Land Transportation,Land Transportation DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010217-D235301,DARAJAT,E530-30101010217-D235301,E530-30101010217-D235301,Other Transportation,Other Transportation DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010220-D235301,DARAJAT,E530-30101010220-D235301,E530-30101010220-D235301,"Drilling Safety, Health & Environment","Drilling Safety, Health & Enviro DRJ-Steam 1",0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010224-D235301,DARAJAT,E530-30101010224-D235301,E530-30101010224-D235301,Explosive Handling & Permitting,Explosive Handling & Permittingting DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010247-D235301,DARAJAT,E530-30101010247-D235301,E530-30101010247-D235301,Coring,Coring DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010294-D235301,DARAJAT,E530-30101010294-D235301,E530-30101010294-D235301,NDT Inspection,NDT Inspection DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010295-D235301,DARAJAT,E530-30101010295-D235301,E530-30101010295-D235301,Rig Inspection,Rig Inspection DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010296-D235301,DARAJAT,E530-30101010296-D235301,E530-30101010296-D235301,Vehicle Inspection,Vehicle Inspection DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010297-D235301,DARAJAT,E530-30101010297-D235301,E530-30101010297-D235301,Welding Service,Welding Services DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010102-D235301|E530-30101010298-D235301,DARAJAT,E530-30101010298-D235301,E530-30101010298-D235301,API non API Machine Shop Service,API non API Machine Shop Serv DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010161-D235301|E530-30101016101-D235301,DARAJAT,E530-30101016101-D235301,E530-30101016101-D235301,Casing,Casing DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010161-D235301|E530-30101016102-D235301,DARAJAT,E530-30101016102-D235301,E530-30101016102-D235301,Equipment Rental,DRJ-Steam Equip. Surface DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010161-D235301|E530-30101016118-D235301,DARAJAT,E530-30101016118-D235301,E530-30101016118-D235301,Fuel & Lubricants,Fuel & Lubricants DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010161-D235301|E530-30101016162-D235301,DARAJAT,E530-30101016162-D235301,E530-30101016162-D235301,Casing Repair & Modif,Casing Repair & Modif DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010101-D235301|E530-301010161-D235301|E530-30101016193-D235301,DARAJAT,E530-30101016193-D235301,E530-30101016193-D235301,Asset Transfer,Asset Transfer DRJ-Steam 1,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010201-D235301|E530-30101020160-D235301,DARAJAT,E530-30101020160-D235301,E530-30101020160-D235301,Consumables,Consumables DRJ-Steam 2,17937.450000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020204-D235301,DARAJAT,E530-30101020204-D235301,E530-30101020204-D235301,Service Lines & Communication,Service Lines & Comm DRJ-Steam 2,1500.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020205-D235301,DARAJAT,E530-30101020205-D235301,E530-30101020205-D235301,Contract Rig,Contract Rig DRJ-Steam 2,977166.300000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020207-D235301,DARAJAT,E530-30101020207-D235301,E530-30101020207-D235301,"Mud, Chemical and Engineering Service","Mud, Chemical and Eng Serv DRJ-Steam 2",444820.500000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020208-D235301,DARAJAT,E530-30101020208-D235301,E530-30101020208-D235301,"Bits, Reamer and Core heads","Bits, Reamer and Core heads DRJ-Steam 2",116360.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020209-D235301,DARAJAT,E530-30101020209-D235301,E530-30101020209-D235301,Equipment Rental,Equipment Rental DRJ-Steam 2,582091.740000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020210-D235301,DARAJAT,E530-30101020210-D235301,E530-30101020210-D235301,Directional Drilling & Surveys,Directional Drilling & Surveys DRJ-Steam 2,566232.970000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020211-D235301,DARAJAT,E530-30101020211-D235301,E530-30101020211-D235301,Casing Installation,Casing Installation DRJ-Steam 2,67671.800000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020212-D235301,DARAJAT,E530-30101020212-D235301,E530-30101020212-D235301,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees DRJ-Steam 2",472474.630000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020213-D235301,DARAJAT,E530-30101020213-D235301,E530-30101020213-D235301,Mud Logging Service,Mud Logging Service DRJ-Steam 2,70250.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020214-D235301,DARAJAT,E530-30101020214-D235301,E530-30101020214-D235301,Open Hole Electrical Logging Service,Open Hole Electrical Logging Serv DRJ-Steam 2,249600.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020215-D235301,DARAJAT,E530-30101020215-D235301,E530-30101020215-D235301,Supervision,Supervision DRJ-Steam 2,100847.090000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020216-D235301,DARAJAT,E530-30101020216-D235301,E530-30101020216-D235301,Land Transportation,Land Transportation DRJ-Steam 2,38209.460000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020217-D235301,DARAJAT,E530-30101020217-D235301,E530-30101020217-D235301,Other Transportation,Other Transportation DRJ-Steam 2,18849.940000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020220-D235301,DARAJAT,E530-30101020220-D235301,E530-30101020220-D235301,"Drilling Safety, Health & Environment","Drilling Safety, Health & Enviro DRJ-Steam 2",12486.360000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020224-D235301,DARAJAT,E530-30101020224-D235301,E530-30101020224-D235301,Explosive Handling & Permitting,Explosive Handling & Permittingting DRJ-Steam 2,10541.250000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020247-D235301,DARAJAT,E530-30101020247-D235301,E530-30101020247-D235301,Coring,Coring DRJ-Steam 2,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020294-D235301,DARAJAT,E530-30101020294-D235301,E530-30101020294-D235301,NDT Inspection,NDT Inspection DRJ-Steam 2,40556.830000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020295-D235301,DARAJAT,E530-30101020295-D235301,E530-30101020295-D235301,Rig Inspection,Rig Inspection DRJ-Steam 2,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020296-D235301,DARAJAT,E530-30101020296-D235301,E530-30101020296-D235301,Vehicle Inspection,Vehicle Inspection DRJ-Steam 2,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020297-D235301,DARAJAT,E530-30101020297-D235301,E530-30101020297-D235301,Welding Service,Welding Services DRJ-Steam 2,16524.200000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010202-D235301|E530-30101020298-D235301,DARAJAT,E530-30101020298-D235301,E530-30101020298-D235301,API non API Machine Shop Service,API non API Machine Shop Serv DRJ-Steam 2,45923.600000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010261-D235301|E530-30101026101-D235301,DARAJAT,E530-30101026101-D235301,E530-30101026101-D235301,Casing,Casing DRJ-Steam 2,555950.620000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010261-D235301|E530-30101026102-D235301,DARAJAT,E530-30101026102-D235301,E530-30101026102-D235301,Equipment Rental,DRJ-Steam Equip. Surface DRJ-Steam 2,79581.860000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010261-D235301|E530-30101026118-D235301,DARAJAT,E530-30101026118-D235301,E530-30101026118-D235301,Fuel & Lubricants,Fuel & Lubricants DRJ-Steam 2,491709.180000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010261-D235301|E530-30101026162-D235301,DARAJAT,E530-30101026162-D235301,E530-30101026162-D235301,Casing Repair & Modif,Casing Repair & Modif DRJ-Steam 2,212268.850000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010102-D235301|E530-301010261-D235301|E530-30101026193-D235301,DARAJAT,E530-30101026193-D235301,E530-30101026193-D235301,Asset Transfer,Asset Transfer DRJ-Steam 2,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010301-D235301|E530-30101030160-D235301,DARAJAT,E530-30101030160-D235301,E530-30101030160-D235301,Consumables,Consumables DRJ-Steam 3,21260.210000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030204-D235301,DARAJAT,E530-30101030204-D235301,E530-30101030204-D235301,Service Lines & Communication,Service Lines & Comm DRJ-Steam 3,1500.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030205-D235301,DARAJAT,E530-30101030205-D235301,E530-30101030205-D235301,Contract Rig,Contract Rig DRJ-Steam 3,783052.640000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030207-D235301,DARAJAT,E530-30101030207-D235301,E530-30101030207-D235301,"Mud, Chemical and Engineering Service","Mud, Chemical and Eng Serv DRJ-Steam 3",336707.500000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030208-D235301,DARAJAT,E530-30101030208-D235301,E530-30101030208-D235301,"Bits, Reamer and Core heads","Bits, Reamer and Core heads DRJ-Steam 3",258054.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030209-D235301,DARAJAT,E530-30101030209-D235301,E530-30101030209-D235301,Equipment Rental,Equipment Rental DRJ-Steam 3,475623.600000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030210-D235301,DARAJAT,E530-30101030210-D235301,E530-30101030210-D235301,Directional Drilling & Surveys,Directional Drilling & Surveys DRJ-Steam 3,270682.540000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030211-D235301,DARAJAT,E530-30101030211-D235301,E530-30101030211-D235301,Casing Installation,Casing Installation DRJ-Steam 3,66983.460000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030212-D235301,DARAJAT,E530-30101030212-D235301,E530-30101030212-D235301,"Cement, Cementing & Pump Fees","Cement, Cementing & Pump Fees DRJ-Steam 3",531994.690000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030213-D235301,DARAJAT,E530-30101030213-D235301,E530-30101030213-D235301,Mud Logging Service,Mud Logging Service DRJ-Steam 3,49750.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030214-D235301,DARAJAT,E530-30101030214-D235301,E530-30101030214-D235301,Open Hole Electrical Logging Service,Open Hole Electrical Logging Serv DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030215-D235301,DARAJAT,E530-30101030215-D235301,E530-30101030215-D235301,Supervision,Supervision DRJ-Steam 3,68405.980000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030216-D235301,DARAJAT,E530-30101030216-D235301,E530-30101030216-D235301,Land Transportation,Land Transportation DRJ-Steam 3,93130.320000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030217-D235301,DARAJAT,E530-30101030217-D235301,E530-30101030217-D235301,Other Transportation,Other Transportation DRJ-Steam 3,11385.840000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030220-D235301,DARAJAT,E530-30101030220-D235301,E530-30101030220-D235301,"Drilling Safety, Health & Environment","Drilling Safety, Health & Enviro DRJ-Steam 3",7271.730000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030224-D235301,DARAJAT,E530-30101030224-D235301,E530-30101030224-D235301,Explosive Handling & Permitting,Explosive Handling & Permittingting DRJ-Steam 3,26590.890000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030247-D235301,DARAJAT,E530-30101030247-D235301,E530-30101030247-D235301,Coring,Coring DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030294-D235301,DARAJAT,E530-30101030294-D235301,E530-30101030294-D235301,NDT Inspection,NDT Inspection DRJ-Steam 3,21811.640000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030295-D235301,DARAJAT,E530-30101030295-D235301,E530-30101030295-D235301,Rig Inspection,Rig Inspection DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030296-D235301,DARAJAT,E530-30101030296-D235301,E530-30101030296-D235301,Vehicle Inspection,Vehicle Inspection DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030297-D235301,DARAJAT,E530-30101030297-D235301,E530-30101030297-D235301,Welding Service,Welding Services DRJ-Steam 3,11566.430000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010302-D235301|E530-30101030298-D235301,DARAJAT,E530-30101030298-D235301,E530-30101030298-D235301,API non API Machine Shop Service,API non API Machine Shop Serv DRJ-Steam 3,41026.320000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010361-D235301|E530-30101036101-D235301,DARAJAT,E530-30101036101-D235301,E530-30101036101-D235301,Casing,Casing DRJ-Steam 3,889177.810000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag. Material item above USD 500k; included in the material review queue.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010361-D235301|E530-30101036102-D235301,DARAJAT,E530-30101036102-D235301,E530-30101036102-D235301,Equipment Rental,DRJ-Steam Equip. Surface DRJ-Steam 3,81369.120000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010361-D235301|E530-30101036118-D235301,DARAJAT,E530-30101036118-D235301,E530-30101036118-D235301,Fuel & Lubricants,Fuel & Lubricants DRJ-Steam 3,312598.370000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010361-D235301|E530-30101036162-D235301,DARAJAT,E530-30101036162-D235301,E530-30101036162-D235301,Casing Repair & Modif,Casing Repair & Modif DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010103-D235301|E530-301010361-D235301|E530-30101036193-D235301,DARAJAT,E530-30101036193-D235301,E530-30101036193-D235301,Asset Transfer,Asset Transfer DRJ-Steam 3,0.000000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
DARAJAT|E530-30101-D235301|E530-3010104-D235301|E530-301010401-D235301|E530-30101040160-D235301,DARAJAT,E530-30101040160-D235301,E530-30101040160-D235301,Consumables,Consumables DRJ-Steam 4,19820.820000,well_tied,well_scope,direct,rollup_from_wells,approved_auto,R1_DICT_WELL_TAG,Approved from explicit dictionary tag.
