field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-44OH,DRJ-44,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,24.895833,45.871130,1142.000000,5860.000000,24.937500,0.041667,24.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,207
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-46OH,DRJ-46,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,40.604167,38.961518,1582.000000,5836.000000,40.687500,0.083333,40.604167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,208
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-47OH,DRJ-47,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,24.875000,46.472362,1156.000000,5902.000000,25.000000,0.125000,24.875000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,209
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-48,DRJ-48,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,21.427083,166.844922,3575.000000,5399.500000,21.479167,0.052083,21.427083,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,210
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-44OH,DRJ-44,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,24.895833,4450.664093,110802.990000,5860.000000,24.937500,0.041667,24.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,211
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-45OH,DRJ-45,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,63.968750,3387.080723,216667.320000,5977.000000,65.302083,1.333333,63.968750,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,212
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-46OH,DRJ-46,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,40.604167,2873.248945,116665.880000,5836.000000,40.687500,0.083333,40.604167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,213
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-47OH,DRJ-47,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,24.875000,4059.019095,100968.100000,5902.000000,25.000000,0.125000,24.875000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,214
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,DRJ-48,DRJ-48,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,21.427083,4371.638921,93671.470000,5399.500000,21.479167,0.052083,21.427083,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,215
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,General,,Support Cost,Well Insurance,Well Insurance,Insurance,campaign_scope_benchmark,campaign,1.000000,232821.260000,232821.260000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,218
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,General,,Support Cost,Well Testing,Well Testing,Well Testing,campaign_scope_benchmark,campaign,1.000000,333273.870000,333273.870000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,219
DARAJAT,DARAJAT_2019,E530-30101-D19001,DRJ - 2019,2019,General,,Support Cost,Wellsite Geologist (WSG),Wellsite Geologist (WSG),Wellsite Geologist (WSG),campaign_scope_benchmark,campaign,1.000000,141985.790000,141985.790000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,220
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Material,Material,campaign_scope_benchmark,campaign,1.000000,361333.570000,361333.570000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,645
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Services,Service,campaign_scope_benchmark,campaign,1.000000,610128.960000,610128.960000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,646
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,Drilling Facilities Support,Drilling Facilities Support,Drilling Facilities Support,campaign_scope_benchmark,campaign,1.000000,111242.840000,111242.840000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,628
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,Drilling Operation Water Support,Drilling Operation Water Support,Drilling Operation Water Support,campaign_scope_benchmark,campaign,1.000000,383588.080000,383588.080000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,629
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Drilling Cost,Explosive,Explosive,Explosive,campaign_scope_benchmark,campaign,1.000000,119099.020000,119099.020000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,493
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,IT & Communication,Hardware Supply,Hardware Supply,campaign_scope_benchmark,campaign,1.000000,5049.740000,5049.740000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,630
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,IT & Communication,Internet and IT Support Service,Internet and IT Support Service,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,631
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Drilling Cost,LIH,LIH,LIH,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,494
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,PGPA & Security,PGPA,PGPA,campaign_scope_benchmark,campaign,1.000000,32221.370000,32221.370000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,632
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,PGPA & Security,Security,Security,campaign_scope_benchmark,campaign,1.000000,29263.280000,29263.280000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,633
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,campaign_scope_benchmark,campaign,1.000000,14086.900000,14086.900000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,634
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Drilling Cost,Rig Mobilization,Rig Mobilization,Rig Mobilization,campaign_scope_benchmark,campaign,1.000000,2658145.820000,2658145.820000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,495
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Drilling Cost,Rig Move,Interpad Move,Rig Move,campaign_scope_benchmark,campaign,1.000000,1615754.880000,1615754.880000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,496
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Drilling Cost,Rig Skid,Skid Moving,Rig Skid,campaign_scope_benchmark,campaign,1.000000,169380.890000,169380.890000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,497
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Road & Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,784372.530000,784372.530000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,647
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Road & Pad,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,11467.040000,11467.040000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,648
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Road & Pad,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,649
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Road & Pad,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,62393.780000,62393.780000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,650
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,Drill Cutting,Drill Cutting - Transport & Process,campaign_scope_benchmark,campaign,1.000000,431181.960000,431181.960000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,635
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,Drill Cutting,Heavy Equipment for Drill Cutting,campaign_scope_benchmark,campaign,1.000000,55128.710000,55128.710000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,636
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,Environmental Monitoring,Environmental Monitoring,campaign_scope_benchmark,campaign,1.000000,11182.000000,11182.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,637
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,Environmental Monitoring,IPAL,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,638
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,Hazardous Waste,Hazardous Waste,campaign_scope_benchmark,campaign,1.000000,74043.230000,74043.230000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,639
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,SHE Permit,Andalalin,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,640
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Support Cost,SHE,SHE Permit,Environment Permit,campaign_scope_benchmark,campaign,1.000000,18968.040000,18968.040000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,641
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,217964.530000,217964.530000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,651
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Special Requirement Existing Pad,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,652
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Special Requirement Existing Pad,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,60098.570000,60098.570000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,653
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Special Requirement Existing Pad,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,49110.910000,49110.910000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,654
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,801479.810000,801479.810000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,655
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Tie-in,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,33004.100000,33004.100000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,656
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,18900.820000,18900.820000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,657
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,General,,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,683599.010000,683599.010000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,658
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,6748.000000,2.002750,13514.560000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,498
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,6310.000000,4.997650,31535.170000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,499
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5749.000000,3.896455,22400.720000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,500
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,4993.000000,3.892047,19432.990000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,501
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5765.000000,3.743370,21580.530000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,502
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,6748.000000,29.355061,198087.950000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,503
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,6310.000000,65.705740,414603.220000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,504
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5749.000000,72.964510,419472.970000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,505
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,4993.000000,106.740062,532953.130000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,506
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5765.000000,55.459832,319725.930000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,507
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,6748.000000,49.217420,332119.150000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,508
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,6310.000000,75.116772,473986.830000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,509
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5749.000000,75.439995,433704.530000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,510
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,4993.000000,67.630829,337680.730000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,511
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5765.000000,101.854954,587193.810000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,512
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,6748.000000,0.100513,678.260000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,513
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,6310.000000,8.341547,52635.160000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,514
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5749.000000,11.820703,67957.220000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,515
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,4993.000000,10.303036,51443.060000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,516
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5765.000000,9.591681,55296.040000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,517
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,6748.000000,1.134197,7653.560000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,518
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,6310.000000,4.179151,26370.440000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,519
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5749.000000,4.586961,26370.440000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,520
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,4993.000000,5.281482,26370.440000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,521
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5765.000000,4.574231,26370.440000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,522
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,26.187500,2024.636181,53020.160000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,523
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,34.937500,2527.517138,88305.130000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,524
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,29.156250,2701.620407,78769.120000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,525
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,29.229167,1859.434448,54349.720000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,526
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,20.312500,2746.320738,55784.640000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,527
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-38RD,DRJ-38,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,26.187500,2296.057279,60128.000000,6748.000000,30.000000,3.812500,26.187500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,528
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-49OH,DRJ-49,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,34.937500,6629.008945,231601.000000,6310.000000,35.020833,0.083333,34.937500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,529
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-50OH,DRJ-50,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,29.156250,5195.541265,151482.500000,5749.000000,29.229167,0.072917,29.156250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,530
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-51OH,DRJ-51,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,29.229167,4108.858114,120098.500000,4993.000000,29.437500,0.208333,29.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,531
DARAJAT,DARAJAT_2022,E530-30101-D225301,DRJ - 2022,2022,DRJ-52OH,DRJ-52,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,20.312500,5206.769231,105762.500000,5765.000000,20.375000,0.062500,20.312500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,532
